National_Forest,Year,Quarter,Product,Species,Sold_Volume_MBF,Sold_Volume_CCF,Sold_Value,Sold_per_MBF,Sold_per_CCF,Cut_Volume_MBF,Cut_Volume_CCF,Cut_Value
Wallowa-Whitman,2011.00,4.00,Sawtimber,Softwood Other,61.00,116.66,15601.04,257.10,133.73,109.72,210.93,25630.33
Wallowa-Whitman,2011.00,4.00,Poles,Lodgepole Pine,49.00,88.59,1329.80,27.31,15.01,52.86,96.11,1441.75
Wallowa-Whitman,2011.00,4.00,Poles,Softwood Other,3.00,5.33,80.01,27.31,15.01,20.35,37.00,555.03
Wallowa-Whitman,2011.00,4.00,Fuelwood,Fuelwood,1010.00,1941.40,11420.00,11.31,5.88,1195.62,2299.25,13525.00
Wallowa-Whitman,2011.00,4.00,Fuelwood,Softwood Other,5325.00,10238.23,62500.00,11.74,6.10,4908.00,9437.33,57755.00
Wallowa-Whitman,2011.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,195.57,388.72,273.02
Wallowa-Whitman,2011.00,4.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,502.83,820.00,205.00
Wallowa-Whitman,2011.00,4.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,68.69,132.10,33.03
Wallowa-Whitman,2011.00,4.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,1960.59,3781.53,2379.78
Wallowa-Whitman,2011.00,4.00,Non-saw,Softwood Other,117.00,224.35,21749.00,186.38,96.94,1219.32,2406.26,77096.67
Okanogan-Wenatchee,2011.00,4.00,Sawtimber,Douglas-fir,22714.00,42637.97,587544.68,25.87,13.78,22829.73,43671.43,1393509.83
Okanogan-Wenatchee,2011.00,4.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,755.27,1503.09,152522.01
Okanogan-Wenatchee,2011.00,4.00,Sawtimber,Grand Fir,5192.00,9587.89,83317.16,16.05,8.69,3858.55,7131.32,187352.16
Okanogan-Wenatchee,2011.00,4.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,96.07,181.41,678.47
Okanogan-Wenatchee,2011.00,4.00,Sawtimber,Ponderosa Pine,4865.00,9475.76,135967.12,27.95,14.35,4317.50,8409.16,91867.32
Okanogan-Wenatchee,2011.00,4.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00
Okanogan-Wenatchee,2011.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17438.00
Okanogan-Wenatchee,2011.00,4.00,Poles,Lodgepole Pine,43.00,78.12,765.60,17.93,9.80,31.09,56.62,563.10
Okanogan-Wenatchee,2011.00,4.00,Poles,Miscellaneous,23.00,44.70,600.00,25.82,13.42,24.80,47.70,640.00
Okanogan-Wenatchee,2011.00,4.00,Poles,Softwood Other,11.00,20.70,519.00,48.23,25.07,7.86,15.12,374.00
Okanogan-Wenatchee,2011.00,4.00,Posts,Lodgepole Pine,3.00,6.42,171.20,50.06,26.67,2.64,4.95,132.00
Okanogan-Wenatchee,2011.00,4.00,Fuelwood,Fuelwood,9279.00,17842.35,104955.00,11.31,5.88,8955.38,17221.85,101305.00
Okanogan-Wenatchee,2011.00,4.00,Fuelwood,Softwood Other,172.00,331.00,3460.00,20.10,10.45,152.93,294.10,3460.00
Okanogan-Wenatchee,2011.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1819.95,3225.22,839.80
Willamette,2011.00,4.00,Sawtimber,Douglas-fir,59173.00,110285.13,6216183.86,105.05,56.36,53403.06,97788.71,4363352.82
Willamette,2011.00,4.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,986.11,1744.75,161350.14
Willamette,2011.00,4.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,1.80,2.68,461.66
Willamette,2011.00,4.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,233.94,430.67,14125.48
Willamette,2011.00,4.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,1.95,2.90,500.78
Willamette,2011.00,4.00,Sawtimber,Ineffective Purchaser Credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-307.30
Willamette,2011.00,4.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,8.09,15.56,169.24
Willamette,2011.00,4.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,1.13,1.68,290.19
Willamette,2011.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21629.87
Willamette,2011.00,4.00,Sawtimber,Shasta Red Fir,0.00,0.00,0.00,0.00,0.00,15.87,30.52,332.00
Willamette,2011.00,4.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,163.85,313.27,4572.66
Willamette,2011.00,4.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,1.85,3.56,38.70
Willamette,2011.00,4.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,1220.17,2315.47,48745.51
Willamette,2011.00,4.00,Poles,Douglas-fir,7.00,13.59,379.00,53.68,27.89,5.97,11.49,309.00
Willamette,2011.00,4.00,Poles,Western Red Cedar,3.00,6.60,180.00,52.63,27.27,3.95,7.62,214.00
Willamette,2011.00,4.00,Posts,Western Red Cedar,5.00,8.75,175.00,38.46,20.00,4.68,9.00,180.00
Willamette,2011.00,4.00,Posts,Pacific Yew,1.00,1.25,50.00,76.92,40.00,0.65,1.25,50.00
Willamette,2011.00,4.00,Posts,Softwood Other,1.00,1.00,20.00,38.46,20.00,0.00,0.00,0.00
Willamette,2011.00,4.00,Fuelwood,Fuelwood,1356.00,2607.80,30620.00,22.59,11.74,1387.00,2667.30,31640.00
Willamette,2011.00,4.00,Fuelwood,Red Alder,9.00,18.00,140.76,15.64,7.82,0.00,0.00,0.00
Willamette,2011.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,59.41,110.31,47.82
Willamette,2011.00,4.00,Non-saw,Incense Cedar,0.00,0.00,0.00,0.00,0.00,0.23,0.44,0.08
Willamette,2011.00,4.00,Non-saw,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.75,1.44,0.25
Willamette,2011.00,4.00,Non-saw,Softwood Other,22.00,42.31,7.52,0.34,0.18,262.08,501.23,3135.92
Colville,2011.00,4.00,Sawtimber,Alpine Fir,2.00,4.00,12.00,5.77,3.00,0.00,0.00,0.00
Colville,2011.00,4.00,Sawtimber,Douglas-fir,18105.00,34776.62,1035562.89,57.20,29.78,21472.54,41126.01,1361900.67
Colville,2011.00,4.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,36.72,69.07,9092.08
Colville,2011.00,4.00,Sawtimber,Grand Fir,103.00,193.00,7827.40,76.32,40.56,2744.70,5161.90,260200.01
Colville,2011.00,4.00,Sawtimber,Lodgepole Pine,9878.00,18556.68,1465132.50,148.32,78.95,4645.16,8893.26,627828.72
Colville,2011.00,4.00,Sawtimber,Ponderosa Pine,201.00,378.64,1799.38,8.93,4.75,262.70,512.82,15550.18
Colville,2011.00,4.00,Sawtimber,Western Red Cedar,141.00,289.00,29134.07,206.51,100.81,969.63,1884.13,60628.71
Colville,2011.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1657.52
Colville,2011.00,4.00,Sawtimber,Western Larch,350.00,672.56,12.00,0.03,0.02,207.19,388.81,24607.31
Colville,2011.00,4.00,Poles,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.60
Colville,2011.00,4.00,Poles,Softwood Other,6.00,11.95,119.50,19.21,10.00,1.04,2.00,20.00
Colville,2011.00,4.00,Poles,Hardwood Other,0.00,0.00,0.00,0.00,0.00,1.87,3.60,30.00
Colville,2011.00,4.00,Posts,Softwood Other,0.00,0.00,0.00,0.00,0.00,1.74,3.34,40.00
Colville,2011.00,4.00,Posts,Hardwood Other,0.00,0.00,0.00,0.00,0.00,0.26,0.50,20.00
Colville,2011.00,4.00,Fuelwood,Fuelwood,4307.00,8282.40,48780.00,11.33,5.89,4944.65,9508.95,55935.00
Colville,2011.00,4.00,Non-saw,Douglas-fir,155.00,286.61,71.65,0.46,0.25,2977.79,5478.47,1440.81
Colville,2011.00,4.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,309.98,619.95,20405.94
Colville,2011.00,4.00,Non-saw,Miscellaneous,0.00,0.00,0.00,0.00,0.00,1486.80,2859.21,714.85
Colville,2011.00,4.00,Non-saw,Western Larch,0.00,0.00,0.00,0.00,0.00,45.48,87.47,43.74
Colville,2011.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1149.66,2148.70,738.35
Colville,2011.00,4.00,Non-saw,Hardwood Other,0.00,0.00,0.00,0.00,0.00,1025.65,1972.39,493.18
Columbia River Gorge,2011.00,4.00,Sawtimber,Douglas-fir,18.00,30.00,3510.30,195.02,117.01,18.00,30.00,3510.30
Columbia River Gorge,2011.00,4.00,Sawtimber,Western Hemlock,15.00,32.00,6013.44,400.90,187.92,15.00,32.00,6013.50
Deschutes,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,528.02,963.14,42867.91
Deschutes,2012.00,1.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,9.43,22.00,947.54
Deschutes,2012.00,1.00,Sawtimber,Lodgepole Pine,61.00,118.34,1663.86,27.26,14.06,1202.58,2364.39,74711.91
Deschutes,2012.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,4628.07,8240.35,421340.02
Deschutes,2012.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1534.73,2844.80,100835.09
Deschutes,2012.00,1.00,Poles,Lodgepole Pine,20.00,36.00,540.00,27.27,15.00,46.64,84.80,940.00
Deschutes,2012.00,1.00,Poles,Softwood Other,5.00,8.40,210.00,45.45,25.00,2.64,4.80,120.00
Deschutes,2012.00,1.00,Fuelwood,Fuelwood,2989.00,5748.98,67655.00,22.63,11.77,2901.51,5579.83,65690.00
Deschutes,2012.00,1.00,Fuelwood,Lodgepole Pine,179.00,343.40,5701.00,31.93,16.60,130.83,251.60,2960.00
Deschutes,2012.00,1.00,Fuelwood,Softwood Other,2.00,3.40,40.00,22.73,11.76,0.00,0.00,0.00
Deschutes,2012.00,1.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,581.01,1117.33,9580.31
Deschutes,2012.00,1.00,Non-saw,Ponderosa Pine,10.00,20.00,100.00,9.62,5.00,0.00,0.00,0.00
Deschutes,2012.00,1.00,Non-saw,Softwood Other,83.00,160.00,320.00,3.85,2.00,2852.17,6134.16,1784.49
Fremont-Winema,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,0.49,0.83,21.04
Fremont-Winema,2012.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,1280.16,2552.05,63103.28
Fremont-Winema,2012.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,6279.16,12803.26,90991.82
Fremont-Winema,2012.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,2678.49,5703.56,154569.18
Fremont-Winema,2012.00,1.00,Poles,Lodgepole Pine,36.00,68.76,347.14,9.71,5.05,72.66,139.75,720.45
Fremont-Winema,2012.00,1.00,Posts,Juniper,3.00,5.00,20.00,7.69,4.00,104.78,201.50,26.00
Fremont-Winema,2012.00,1.00,Posts,Lodgepole Pine,114.00,218.50,874.00,7.69,4.00,222.24,427.38,1709.50
Fremont-Winema,2012.00,1.00,Fuelwood,Fuelwood,2294.00,4411.00,22215.00,9.69,0.04,2893.80,5565.00,28295.00
Fremont-Winema,2012.00,1.00,Non-saw,Lodgepole Pine,6.00,11.00,110.00,19.23,10.00,721.32,1445.00,985.00
Fremont-Winema,2012.00,1.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,30.73,60.00,102.00
Fremont-Winema,2012.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,214.24,412.00,103.00
Gifford Pinchot,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,2452.08,4689.56,251274.79
Gifford Pinchot,2012.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3689.00
Gifford Pinchot,2012.00,1.00,Poles,Softwood Other,1.00,2.85,95.00,64.19,33.33,1.41,2.70,90.00
Gifford Pinchot,2012.00,1.00,Posts,Softwood Other,0.00,0.00,0.00,0.00,0.00,1.30,2.50,100.00
Gifford Pinchot,2012.00,1.00,Fuelwood,Douglas-fir,0.00,0.00,0.00,0.00,0.00,7.07,13.60,436.32
Gifford Pinchot,2012.00,1.00,Fuelwood,Fuelwood,459.00,882.30,5190.00,11.31,5.88,571.07,1098.20,6460.00
Malheur,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,2276.39,4234.37,473703.46
Malheur,2012.00,1.00,Sawtimber,Ponderosa Pine,6.00,12.00,165.00,26.44,13.75,2060.15,3863.63,319751.44
Malheur,2012.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,945.65,1739.11,176401.92
Malheur,2012.00,1.00,Poles,Juniper,0.00,0.00,0.00,0.00,0.00,1.04,2.00,20.00
Malheur,2012.00,1.00,Poles,Lodgepole Pine,10.00,19.86,198.60,19.23,10.00,22.56,43.38,433.80
Malheur,2012.00,1.00,Poles,Western Larch,1.00,2.00,20.00,19.23,10.00,2.08,4.00,40.00
Malheur,2012.00,1.00,Posts,Juniper,1.00,1.00,20.00,38.46,20.00,0.52,1.00,20.00
Malheur,2012.00,1.00,Posts,Lodgepole Pine,1.00,1.00,20.00,38.46,20.00,0.78,1.50,30.00
Malheur,2012.00,1.00,Fuelwood,Fuelwood,942.00,1812.20,10660.00,11.31,5.88,1215.06,2336.65,13745.00
Mount Baker/Snoqualmie,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,986.77,1760.47,17399.67
Mount Baker/Snoqualmie,2012.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,1227.92,2284.32,16017.38
Mount Baker/Snoqualmie,2012.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,56.05,103.31,619.86
Mount Baker/Snoqualmie,2012.00,1.00,Fuelwood,Fuelwood,398.00,765.00,9000.00,22.64,11.76,438.02,842.35,9980.00
Mount Hood,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,10078.59,18806.40,978276.43
Mount Hood,2012.00,1.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,1014.50,1870.44,77950.87
Mount Hood,2012.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,868.20,1578.88,57064.42
Mount Hood,2012.00,1.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,144.14,271.92,9473.69
Mount Hood,2012.00,1.00,Poles,Miscellaneous,3.00,6.06,385.82,122.48,63.37,4.96,9.54,607.38
Mount Hood,2012.00,1.00,Fuelwood,Fuelwood,724.00,1393.15,16390.00,22.63,11.76,1264.56,2431.85,28590.00
Mount Hood,2012.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,309.11,582.00,234.25
Ochoco,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,889.58,1789.69,31096.14
Ochoco,2012.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,2950.80,6054.53,28751.83
Ochoco,2012.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20
Ochoco,2012.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1640.35,3287.09,64082.29
Ochoco,2012.00,1.00,Poles,Lodgepole Pine,5.00,9.99,199.80,38.42,20.00,5.38,10.35,207.00
Ochoco,2012.00,1.00,Posts,Lodgepole Pine,2.00,3.13,62.50,38.34,19.97,2.15,4.13,82.50
Ochoco,2012.00,1.00,Fuelwood,Fuelwood,1063.00,2044.26,24050.00,22.63,11.76,871.63,1676.20,19720.00
Ochoco,2012.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,259.86,465.27,226.90
Olympic,2012.00,1.00,Sawtimber,Douglas-fir,329.00,614.74,34875.78,106.14,56.73,83.70,174.86,2701.94
Olympic,2012.00,1.00,Sawtimber,Western Hemlock,693.00,1295.46,73397.99,105.92,56.66,1730.47,3205.81,95730.35
Olympic,2012.00,1.00,Sawtimber,Red Alder,4.00,7.00,1477.70,370.35,211.10,0.00,0.00,0.00
Olympic,2012.00,1.00,Sawtimber,Sitka Spruce,5.00,9.00,749.97,160.25,83.33,0.00,0.00,0.00
Olympic,2012.00,1.00,Fuelwood,Fuelwood,329.00,631.55,3715.00,11.31,5.88,315.52,606.78,3545.00
Olympic,2012.00,1.00,Fuelwood,Softwood Other,4.00,8.50,50.00,11.31,5.88,14.14,27.20,160.00
Rogue River-Siskiyou,2012.00,1.00,Sawtimber,Douglas-fir,3377.00,5856.81,552927.96,163.73,94.41,9385.51,18356.12,223576.72
Rogue River-Siskiyou,2012.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,574.18,1114.81,1201.09
Rogue River-Siskiyou,2012.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19603.69
Rogue River-Siskiyou,2012.00,1.00,Sawtimber,White Fir,5547.00,9720.19,530829.40,95.70,54.61,2008.41,3494.57,241725.68
Rogue River-Siskiyou,2012.00,1.00,Poles,Miscellaneous,1.00,2.40,80.00,64.52,33.33,1.01,1.95,65.00
Rogue River-Siskiyou,2012.00,1.00,Fuelwood,Fuelwood,490.00,942.65,11090.00,22.64,11.76,322.66,625.50,7300.00
Rogue River-Siskiyou,2012.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,167.04,303.68,81.22
Rogue River-Siskiyou,2012.00,1.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,3.44,5.03,2.44
Siuslaw,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,11544.85,22758.00,871197.04
Siuslaw,2012.00,1.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,280.29,786.13,7085.74
Siuslaw,2012.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,2337.18,4350.16,132706.67
Siuslaw,2012.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.73,2.05,18.46
Siuslaw,2012.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1382.10
Siuslaw,2012.00,1.00,Pulpwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,436.98,873.51,2568.70
Siuslaw,2012.00,1.00,Fuelwood,Fuelwood,598.00,1150.90,21840.00,36.49,18.98,311.17,598.40,8770.00
Umatilla,2012.00,1.00,Sawtimber,Douglas-fir,749.00,1482.42,117244.60,156.62,79.09,2015.05,3801.50,173107.93
Umatilla,2012.00,1.00,Sawtimber,Ponderosa Pine,1286.00,2504.58,109299.87,85.00,43.64,479.03,922.33,21010.33
Umatilla,2012.00,1.00,Sawtimber,White Fir,255.00,502.62,9218.05,36.09,18.34,2057.81,3973.45,86407.37
Umatilla,2012.00,1.00,Poles,Lodgepole Pine,22.00,39.10,782.00,36.36,20.00,16.94,30.80,616.00
Umatilla,2012.00,1.00,Fuelwood,Softwood Other,2132.00,4100.00,20664.00,9.69,5.04,2318.42,4458.50,22924.00
Umatilla,2012.00,1.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,2038.07,3964.86,308059.07
Umatilla,2012.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1484.55,2854.22,563207.09
Umpqua,2012.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,16979.39,31933.68,1054124.26
Umpqua,2012.00,1.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,171.42,421.49,1028.52
Umpqua,2012.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,13.50,29.23,417.64
Umpqua,2012.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,72.95,123.94,4300.72
Umpqua,2012.00,1.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,0.17,0.29,12.06
Umpqua,2012.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5120.83
Umpqua,2012.00,1.00,Sawtimber,Shasta Red Fir,12.00,19.00,70.30,5.86,3.70,0.53,0.90,37.42
Umpqua,2012.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,283.03,480.86,19989.35
Umpqua,2012.00,1.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,0.34,0.57,19.79
Umpqua,2012.00,1.00,Poles,Douglas-fir,0.00,0.80,20.00,45.45,25.00,0.00,0.00,0.00
Umpqua,2012.00,1.00,Poles,Lodgepole Pine,4.00,8.00,80.00,18.18,10.00,6.60,12.00,120.00
Umpqua,2012.00,1.00,Fuelwood,Fuelwood,139.00,267.75,3150.00,22.64,11.76,148.55,285.69,3371.00
Umpqua,2012.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,77.80,142.78,71.02
Umpqua,2012.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,47.80,96.35,25.99
Wallowa-Whitman,2012.00,1.00,Sawtimber,Douglas-fir,12.00,18.23,616.08,52.61,33.79,1756.46,3517.52,51543.41
Wallowa-Whitman,2012.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,88.53,165.71,688.90
Wallowa-Whitman,2012.00,1.00,Sawtimber,Ponderosa Pine,10.00,19.03,321.04,32.43,16.87,1996.57,3988.14,154736.49
Wallowa-Whitman,2012.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1775.10,3668.21,33653.00
Wallowa-Whitman,2012.00,1.00,Poles,Lodgepole Pine,13.00,24.39,366.01,27.29,15.01,30.00,54.54,818.05
Wallowa-Whitman,2012.00,1.00,Fuelwood,Fuelwood,114.00,219.30,1290.00,11.31,5.88,307.19,590.75,3495.00
Wallowa-Whitman,2012.00,1.00,Fuelwood,Softwood Other,1270.00,2441.42,15645.00,12.32,6.41,2547.55,4898.07,31145.00
Wallowa-Whitman,2012.00,1.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,270.38,519.96,129.99
Wallowa-Whitman,2012.00,1.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,695.43,1325.78,40167.97
Wallowa-Whitman,2012.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,42.44,81.61,36.22
Okanogan-Wenatchee,2012.00,1.00,Sawtimber,Douglas-fir,170.00,311.00,17990.25,105.53,57.85,2438.58,4605.66,139764.20
Okanogan-Wenatchee,2012.00,1.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,54.16,111.04,44639.95
Okanogan-Wenatchee,2012.00,1.00,Sawtimber,Grand Fir,98.00,180.00,4611.60,46.99,25.62,605.05,1124.31,35783.17
Okanogan-Wenatchee,2012.00,1.00,Sawtimber,Ponderosa Pine,70.00,132.00,1320.00,18.79,10.00,442.73,850.07,14641.42
Okanogan-Wenatchee,2012.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00
Okanogan-Wenatchee,2012.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4200.00
Okanogan-Wenatchee,2012.00,1.00,Poles,Lodgepole Pine,1.00,2.00,20.00,18.18,10.00,18.42,33.90,326.50
Okanogan-Wenatchee,2012.00,1.00,Poles,Miscellaneous,2.00,3.00,40.00,25.64,13.33,4.68,9.00,120.00
Okanogan-Wenatchee,2012.00,1.00,Poles,Softwood Other,2.00,3.00,50.00,32.05,16.67,2.90,5.58,145.00
Okanogan-Wenatchee,2012.00,1.00,Posts,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,0.78,1.48,39.20
Okanogan-Wenatchee,2012.00,1.00,Fuelwood,Fuelwood,1772.00,3407.65,20045.00,11.31,5.88,3554.56,6835.70,40210.00
Okanogan-Wenatchee,2012.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,294.32,563.84,140.96
Willamette,2012.00,1.00,Sawtimber,Douglas-fir,2747.00,4346.98,833403.82,303.38,191.72,26562.57,49172.93,1645340.05
Willamette,2012.00,1.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,696.23,1338.92,88121.84
Willamette,2012.00,1.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,0.10,0.19,2.09
Willamette,2012.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,204.95,393.63,3971.91
Willamette,2012.00,1.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,22.78,41.58,1496.89
Willamette,2012.00,1.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,0.62,1.19,11.90
Willamette,2012.00,1.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,3.42,6.58,70.80
Willamette,2012.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,8.46,16.27,162.70
Willamette,2012.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8292.92
Willamette,2012.00,1.00,Sawtimber,Shasta Red Fir,0.00,0.00,0.00,0.00,0.00,5.64,10.85,117.99
Willamette,2012.00,1.00,Sawtimber,Sugar Pine,0.00,0.00,0.00,0.00,0.00,0.07,0.11,7.53
Willamette,2012.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,243.16,467.48,5075.82
Willamette,2012.00,1.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,3.71,7.13,77.61
Willamette,2012.00,1.00,Sawtimber,Alaska Yellow Cedar,0.00,0.00,0.00,0.00,0.00,0.37,0.71,7.10
Willamette,2012.00,1.00,Poles,Douglas-fir,1.00,1.80,60.00,64.52,33.33,0.93,1.80,60.00
Willamette,2012.00,1.00,Poles,Western Red Cedar,0.00,0.60,20.00,64.52,33.33,0.94,1.80,60.00
Willamette,2012.00,1.00,Posts,Western Red Cedar,1.00,1.50,30.00,38.46,20.00,0.52,1.00,20.00
Willamette,2012.00,1.00,Posts,Softwood Other,0.00,0.00,0.00,0.00,0.00,0.52,1.00,20.00
Willamette,2012.00,1.00,Fuelwood,Fuelwood,495.00,958.10,10440.00,21.09,10.90,513.15,986.85,11330.00
Willamette,2012.00,1.00,Fuelwood,Lodgepole Pine,130.00,256.00,5200.00,40.00,20.31,65.00,128.00,2600.00
Willamette,2012.00,1.00,Fuelwood,Red Alde,0.00,0.00,0.00,0.00,0.00,3.00,6.00,46.92
